order_id,customer_id,service_type,pickup_zone,dropoff_zone,order_value,driver_id,delivery_status,route_distance_km,manual_route_override_count,customer_rating_post_delivery,age,zone_clean,customer_type,loyalty_score,has_complaint
O00490,C0562,Retail,North,SOUTH,73.56,,,,,,56,West,Consumer,47.9,0
O00491,C0460,Business,South,WEST,41.62,D090,OnTime,13.19,2.0,4.66,27,West,Consumer,57.3,0
O00492,C0243,Retail,WEST,SOUTH,70.04,D071,OnTime,9.75,0.0,2.95,31,Riverside,Consumer,63.0,0
O00493,C0370,Parcel,EAST,north,55.91,D016,Delayed,9.15,1.0,2.32,18,East,Enterprise,64.6,0
O00494,C0304,Parcel,EAST,Airport,50.08,D132,OnTime,21.67,1.0,4.27,56,Riverside,Consumer,72.4,0
O00495,C0590,Passenger,EAST,South,133.15,D146,OnTime,8.6,0.0,3.55,68,Airport,SME,54.3,0
O00496,C0627,Passenger,SOUTH,AIRPORT,117.66,D109,OnTime,10.72,0.0,4.32,54,Airport,Consumer,53.8,1
O00497,C0631,Medical,South,Ctr,169.24,D022,Delayed,19.28,1.0,3.57,44,North,Consumer,65.8,0
O00498,C0081,Retail,South,Ctr,68.95,D076,Delayed,13.26,0.0,1.74,42,South,Consumer,44.8,0
O00499,C0198,Passenger,East,Central,62.77,D078,OnTime,5.63,2.0,4.16,53,East,SME,32.2,0
O00500,C0131,Retail,NORTH,WEST,64.83,D137,OnTime,17.24,0.0,4.02,68,South,Consumer,57.2,0
O00501,C0547,Retail,Ctr,East,36.69,,,,,,55,Riverside,SME,34.3,0
O00502,C0169,Parcel,Riverside,SOUTH,61.9,D049,OnTime,7.84,0.0,3.14,77,North,Consumer,,0
O00503,C0242,Passenger,Central,RiverSide,41.14,D061,OnTime,8.14,1.0,5.0,21,East,Consumer,83.8,0
O00504,C0362,Parcel,Ctr,EAST,47.18,,,,,,55,Central,Consumer,48.3,1
O00505,C0319,Retail,Airport,West,84.65,D015,OnTime,34.31,1.0,2.98,35,West,SME,54.5,0
O00506,C0603,Retail,East,EAST,33.03,,,,,,34,West,Enterprise,68.1,0
O00507,C0484,Parcel,South,West,62.89,D022,Failed,18.87,0.0,3.68,23,South,Consumer,66.0,0
O00508,C0584,Parcel,NORTH,CENTRAL,68.61,,,,,,66,East,Consumer,51.5,0
O00509,C0535,Retail,East,CENTRAL,160.38,D104,OnTime,14.73,4.0,4.99,39,South,Consumer,38.6,0
O00510,C0477,Medical,WEST,West,170.3,D075,Failed,5.45,4.0,2.23,53,South,SME,62.2,0
O00511,C0119,Parcel,West,West,150.89,D078,OnTime,14.94,1.0,3.76,65,Central,SME,46.2,1
O00512,C0242,Parcel,NORTH,Central,10.74,D164,Delayed,24.2,0.0,5.0,21,East,Consumer,83.8,1
O00513,C0202,Passenger,West,South,111.28,D087,OnTime,14.41,1.0,4.59,50,North,Consumer,64.2,0
O00514,C0280,Passenger,EAST,CENTRAL,126.79,D022,OnTime,9.89,1.0,4.15,58,Airport,SME,55.5,0
O00515,C0578,Retail,NORTH,NORTH,65.74,D033,OnTime,3.67,1.0,3.87,63,Central,SME,74.1,1
O00516,C0473,Passenger,South,East,117.13,D053,Failed,13.35,1.0,3.18,72,Airport,Consumer,39.8,0
O00517,C0015,Medical,SOUTH,WEST,49.24,,,,,,37,South,SME,54.5,0
O00518,C0112,Medical,North,EAST,61.85,D050,OnTime,14.89,0.0,3.97,25,North,Consumer,42.1,0
O00519,C0437,Passenger,South,RiverSide,47.89,D150,OnTime,19.78,0.0,3.78,51,Airport,Consumer,50.7,0
O00520,C0539,Passenger,Central,AIRPORT,36.42,D164,Delayed,5.25,0.0,3.43,21,South,Consumer,49.0,1
O00521,C0109,Parcel,AIRPORT,SOUTH,76.48,D027,Delayed,36.28,3.0,3.11,78,North,Consumer,52.7,0
O00522,C0594,Passenger,RiverSide,CENTRAL,152.25,D026,OnTime,14.04,1.0,3.86,70,East,Consumer,97.4,0
O00523,C0181,Medical,AIRPORT,Airport,82.31,D083,OnTime,24.04,3.0,5.0,41,West,Consumer,51.2,0
O00524,C0052,Passenger,Airport,Riverside,40.41,D035,OnTime,30.93,0.0,5.0,56,East,Consumer,55.6,0
O00525,C0223,Parcel,SOUTH,Airport,29.46,,,,,,34,Central,SME,,0
O00526,C0630,Parcel,Airport,WEST,69.63,D146,OnTime,17.21,2.0,4.58,57,Central,Enterprise,62.3,0
O00527,C0203,Parcel,South,Airport,65.29,D032,OnTime,4.06,1.0,4.45,33,Central,Consumer,,0
O00528,C0152,Passenger,CENTRAL,Ctr,126.48,D001,OnTime,18.36,2.0,3.82,61,West,Consumer,66.2,0
O00529,C0422,Retail,East,AIRPORT,355.62,,,,,,71,Riverside,Consumer,77.3,1
O00530,C0618,Medical,Airport,NORTH,45.66,D106,Delayed,28.07,3.0,4.26,64,Airport,Consumer,68.4,0
O00531,C0013,Business,Airport,AIRPORT,157.07,D119,OnTime,30.31,2.0,4.17,30,East,Enterprise,31.3,1
O00532,C0527,Retail,RiverSide,Ctr,55.72,,,,,,73,Central,Consumer,86.2,0
O00533,C0338,Retail,Ctr,NORTH,74.26,D091,Delayed,3.46,0.0,1.0,35,Central,Consumer,58.0,0
O00534,C0159,Parcel,Airport,Ctr,188.05,D065,OnTime,26.85,0.0,5.0,37,Riverside,Consumer,40.2,0
O00535,C0093,Retail,RiverSide,Riverside,24.09,D037,OnTime,13.44,1.0,4.63,48,North,Consumer,41.2,0
O00536,C0372,Medical,West,Central,204.12,D103,Failed,15.28,3.0,3.03,34,West,Consumer,26.2,0
O00537,C0153,Business,Central,Ctr,50.23,D132,Failed,10.4,1.0,3.34,49,Central,SME,38.4,0
O00538,C0377,Business,West,Ctr,50.6,D166,OnTime,8.52,1.0,3.0,21,West,Consumer,57.6,0
O00539,C0098,Business,Ctr,EAST,167.91,D037,OnTime,10.83,0.0,5.0,54,Central,Consumer,56.5,0
O00540,C0232,Retail,EAST,WEST,142.72,,,,,,45,South,SME,27.7,1
O00541,C0272,Retail,West,EAST,126.42,,,,,,57,North,Consumer,52.2,1
O00542,C0504,Passenger,Central,EAST,76.58,D090,Failed,17.13,1.0,2.51,66,Riverside,Consumer,51.7,0
O00543,C0468,Passenger,Airport,RiverSide,68.06,D135,Failed,34.15,2.0,2.69,45,East,Consumer,39.7,0
O00544,C0212,Retail,CENTRAL,WEST,53.15,D099,OnTime,14.39,1.0,4.52,27,Riverside,Consumer,70.7,1
O00545,C0211,Parcel,CENTRAL,north,100.18,,,,,,29,Riverside,Enterprise,72.1,1
O00546,C0242,Business,RiverSide,SOUTH,51.06,,,,,,21,East,Consumer,83.8,0
O00547,C0640,Retail,Central,South,43.73,D159,Delayed,17.68,0.0,2.6,55,North,SME,50.8,0
O00548,C0105,Passenger,Airport,EAST,34.87,,,,,,47,Central,Enterprise,40.9,0
O00549,C0119,Business,EAST,West,86.89,D129,OnTime,5.78,2.0,3.72,65,Central,SME,46.2,0
O00550,C0502,Business,Central,Riverside,64.79,D067,OnTime,8.7,1.0,4.52,38,West,SME,36.3,0
O00551,C0317,Retail,Ctr,East,82.67,D143,OnTime,9.21,0.0,4.43,19,South,Consumer,65.2,1
O00552,C0341,Passenger,Riverside,South,76.7,D096,OnTime,6.09,0.0,3.02,51,Riverside,Consumer,68.1,0
O00553,C0408,Retail,north,RiverSide,32.16,,,,,,44,Airport,Consumer,52.2,1
O00554,C0117,Medical,AIRPORT,RiverSide,129.89,D168,Delayed,26.380000000000003,1.0,2.52,32,North,Consumer,31.3,0
O00555,C0233,Retail,West,South,234.04,,,,,,75,Airport,Consumer,58.2,0
O00556,C0643,Business,Riverside,Airport,101.94,D017,OnTime,6.73,1.0,3.72,33,North,Consumer,73.6,0
O00557,C0079,Passenger,RiverSide,Riverside,176.32,,,,,,61,East,Consumer,41.9,0
O00558,C0057,Parcel,Riverside,CENTRAL,99.68,,,,,,29,North,Consumer,68.2,0
O00559,C0167,Business,north,EAST,107.27,D080,Delayed,11.84,0.0,2.46,72,Central,Consumer,52.5,0
O00560,C0260,Passenger,RiverSide,EAST,62.52,D102,Delayed,21.04,0.0,2.52,21,East,Consumer,64.3,0
O00561,C0595,Retail,CENTRAL,AIRPORT,86.87,D162,Delayed,7.43,1.0,3.96,72,Central,Consumer,48.3,1
O00562,C0382,Passenger,EAST,West,241.72,D004,OnTime,3.36,2.0,3.97,32,South,Consumer,60.9,0
O00563,C0284,Parcel,Airport,Riverside,40.2,,,,,,39,North,Consumer,79.6,0
O00564,C0535,Retail,NORTH,Ctr,59.68,D070,OnTime,13.09,1.0,4.82,39,South,Consumer,38.6,0
O00565,C0600,Parcel,north,South,155.2,D133,Delayed,16.19,1.0,2.58,34,East,Consumer,71.3,0
O00566,C0455,Parcel,Ctr,Central,97.68,D078,Failed,7.89,2.0,1.65,43,Airport,Consumer,50.8,0
O00567,C0144,Retail,SOUTH,Riverside,33.6,D061,OnTime,1.2,0.0,5.0,54,South,Consumer,58.4,0
O00568,C0412,Passenger,Central,Riverside,119.95,D118,OnTime,22.39,0.0,4.03,70,Airport,Consumer,70.3,0
O00569,C0467,Parcel,Central,AIRPORT,104.77,,,,,,49,West,Enterprise,58.7,0
O00570,C0379,Parcel,RiverSide,Riverside,56.89,,,,,,22,South,Consumer,55.8,0
O00571,C0213,Passenger,CENTRAL,RiverSide,64.21,,,,,,53,East,Consumer,94.2,0
O00572,C0202,Parcel,WEST,RiverSide,134.79,D110,OnTime,14.34,2.0,4.69,50,North,Consumer,64.2,0
O00573,C0269,Retail,Central,Central,150.38,,,,,,74,Riverside,Enterprise,76.3,1
O00574,C0110,Retail,Riverside,North,59.99,D031,OnTime,14.82,2.0,4.64,63,East,Consumer,,1
O00575,C0179,Retail,Riverside,RiverSide,30.5,D128,Delayed,3.02,0.0,2.94,38,South,Consumer,97.9,0
O00576,C0393,Retail,South,SOUTH,113.92,,,,,,42,East,Consumer,57.6,1
O00577,C0641,Parcel,Airport,East,16.62,D155,OnTime,29.9,0.0,4.18,46,Central,Consumer,79.7,0
O00578,C0639,Retail,Ctr,Central,18.53,D031,Delayed,9.18,0.0,3.08,22,East,Consumer,54.4,0
O00579,C0624,Medical,Airport,South,24.91,D028,OnTime,19.68,3.0,3.69,74,North,Consumer,48.8,0
O00580,C0461,Retail,WEST,Riverside,78.71,D125,Delayed,14.43,1.0,4.39,55,East,Consumer,54.5,0
O00581,C0495,Passenger,north,SOUTH,138.33,,,,,,20,Central,Consumer,65.3,1
O00582,C0275,Parcel,South,CENTRAL,48.36,D108,OnTime,14.87,0.0,5.0,56,East,Consumer,59.6,0
O00583,C0469,Retail,SOUTH,Riverside,89.45,D036,OnTime,15.62,1.0,3.93,20,North,Consumer,,0
O00584,C0377,Retail,AIRPORT,WEST,137.29,D028,OnTime,27.25,0.0,3.81,21,West,Consumer,57.6,0
O00585,C0160,Medical,SOUTH,RiverSide,215.96,D097,Failed,6.36,0.0,3.11,57,South,Consumer,62.8,0
O00586,C0421,Parcel,Central,WEST,31.49,D016,OnTime,9.03,0.0,,34,Central,Consumer,59.0,1
O00587,C0113,Retail,East,AIRPORT,115.16,,,,,,38,West,Consumer,52.4,0
O00588,C0515,Passenger,AIRPORT,Airport,236.46,D043,OnTime,23.9,1.0,3.7,38,Riverside,Consumer,74.0,1
O00589,C0344,Parcel,RiverSide,CENTRAL,81.6,D146,Failed,9.01,0.0,3.44,56,Central,Consumer,66.5,0
O00590,C0386,Parcel,NORTH,North,20.52,,,,,,24,Central,Consumer,64.7,0
O00591,C0228,Passenger,North,RiverSide,15.8,,,,,,43,North,SME,51.0,0
O00592,C0563,Business,RiverSide,East,220.79,D125,OnTime,13.31,1.0,3.8,51,South,Consumer,99.0,0
O00593,C0406,Passenger,Central,Riverside,63.86,D073,Delayed,4.33,0.0,1.57,75,North,Consumer,57.7,0
O00594,C0116,Retail,Central,EAST,149.86,D151,OnTime,12.09,3.0,3.25,64,Riverside,Consumer,65.6,1
O00595,C0377,Business,South,AIRPORT,71.08,D100,Delayed,12.5,1.0,2.59,21,West,Consumer,57.6,0
O00596,C0394,Parcel,SOUTH,East,119.64,D020,OnTime,18.52,0.0,3.73,66,Central,Consumer,70.8,0
O00597,C0238,Parcel,NORTH,north,169.18,D044,OnTime,16.47,2.0,3.51,56,West,Consumer,65.0,0
O00598,C0621,Retail,Riverside,Ctr,201.88,D010,OnTime,6.92,0.0,4.04,78,Central,Consumer,55.3,0
O00599,C0077,Passenger,South,EAST,179.87,,,,,,59,North,SME,61.7,0
O00600,C0476,Parcel,Airport,north,235.8,,,,,,59,North,Consumer,66.0,0
O00601,C0335,Retail,north,South,49.24,D136,OnTime,17.43,2.0,3.9,33,North,SME,45.3,1
O00602,C0257,Passenger,Ctr,Airport,127.09,D019,Delayed,16.3,0.0,3.47,34,West,Consumer,55.0,1
O00603,C0351,Parcel,West,RiverSide,66.39,D016,OnTime,20.51,0.0,4.05,66,Central,Enterprise,48.6,1
O00604,C0584,Passenger,Ctr,AIRPORT,65.15,,,,,,66,East,Consumer,51.5,0
O00605,C0585,Medical,Riverside,AIRPORT,47.71,D027,OnTime,1.2,1.0,4.18,42,West,Consumer,91.1,0
O00606,C0050,Medical,Central,West,37.75,D038,Failed,5.35,2.0,2.51,71,Central,Consumer,87.2,0
O00607,C0576,Parcel,WEST,West,219.79,D072,OnTime,7.42,0.0,2.94,65,East,SME,50.2,0
O00608,C0394,Medical,West,EAST,71.8,,,,,,66,Central,Consumer,70.8,0
O00609,C0621,Parcel,East,EAST,71.86,D161,OnTime,5.01,0.0,4.72,78,Central,Consumer,55.3,1
O00610,C0635,Passenger,South,Riverside,169.63,D024,OnTime,6.55,0.0,4.87,68,Riverside,Enterprise,73.9,0
O00611,C0374,Retail,WEST,WEST,132.01,D011,OnTime,13.67,0.0,4.46,74,North,SME,71.1,0
O00612,C0169,Retail,WEST,East,60.06,D158,OnTime,4.04,2.0,3.27,77,North,Consumer,,0
O00613,C0650,Retail,Airport,Central,84.48,D162,Delayed,25.16,1.0,,19,South,Consumer,45.6,0
O00614,C0393,Passenger,WEST,RiverSide,259.73,D097,OnTime,15.26,1.0,3.93,42,East,Consumer,57.6,0
O00615,C0295,Parcel,WEST,WEST,44.37,D054,OnTime,13.05,0.0,4.08,77,Riverside,Consumer,35.3,0
O00616,C0114,Retail,EAST,Ctr,50.57,,,,,,38,Central,Consumer,72.2,0
O00617,C0352,Medical,Central,RiverSide,77.56,D123,OnTime,17.51,1.0,4.44,46,North,Consumer,47.9,0
O00618,C0581,Parcel,CENTRAL,SOUTH,41.64,D017,Failed,14.52,4.0,2.82,78,North,Consumer,48.1,1
O00619,C0268,Retail,CENTRAL,NORTH,86.7,D130,Failed,17.55,3.0,3.24,65,East,Enterprise,64.3,0
O00620,C0467,Retail,South,West,27.57,D084,OnTime,13.73,1.0,4.73,49,West,Enterprise,58.7,0
O00621,C0026,Parcel,Airport,Airport,103.8,D148,Delayed,37.21,2.0,4.05,34,North,Enterprise,70.6,1
O00622,C0439,Passenger,Central,CENTRAL,48.84,D142,OnTime,7.97,2.0,4.18,20,South,Consumer,70.8,0
O00623,C0361,Business,Airport,South,193.96,,,,,,65,South,Consumer,,0
O00624,C0117,Passenger,WEST,Ctr,25.82,D055,OnTime,16.98,0.0,4.28,32,North,Consumer,31.3,0
O00625,C0376,Business,West,SOUTH,77.48,D164,OnTime,15.14,0.0,4.37,40,South,SME,61.3,0
O00626,C0072,Parcel,north,north,24.6,,,,,,61,North,SME,48.2,1
O00627,C0114,Parcel,Central,CENTRAL,67.07,D074,Delayed,7.97,2.0,,38,Central,Consumer,72.2,0
O00628,C0056,Passenger,RiverSide,north,52.85,D170,Delayed,12.25,0.0,3.68,54,North,Consumer,71.1,1
O00629,C0368,Retail,Riverside,SOUTH,55.3,D164,OnTime,5.77,0.0,4.7,23,North,Consumer,49.5,1
O00630,C0369,Retail,Central,Ctr,86.61,D034,OnTime,17.98,0.0,4.11,42,West,Consumer,47.6,0
O00631,C0574,Business,SOUTH,RiverSide,47.21,D004,Failed,3.86,1.0,4.43,54,South,SME,76.4,0
O00632,C0611,Passenger,Central,Central,33.21,D127,Delayed,12.77,5.0,3.32,43,Airport,Consumer,37.2,1
O00633,C0235,Passenger,Airport,Central,79.57,D080,OnTime,20.03,3.0,3.93,35,Airport,Enterprise,43.7,0
O00634,C0536,Parcel,East,South,171.58,D045,OnTime,17.47,1.0,4.49,56,North,Consumer,54.5,0
O00635,C0314,Parcel,Central,north,73.66,D083,OnTime,10.51,1.0,3.8,74,Riverside,SME,66.4,0
O00636,C0208,Medical,West,north,134.63,D004,Delayed,14.61,0.0,1.0,48,Central,Enterprise,74.5,1
O00637,C0304,Passenger,NORTH,SOUTH,89.63,,,,,,56,Riverside,Consumer,72.4,0
O00638,C0257,Passenger,West,WEST,54.63,D004,OnTime,5.33,1.0,4.2,34,West,Consumer,55.0,0
O00639,C0480,Medical,CENTRAL,NORTH,141.93,D006,OnTime,7.92,0.0,4.98,26,North,Enterprise,67.6,0
O00640,C0102,Passenger,AIRPORT,West,72.31,,,,,,39,East,Enterprise,71.9,0
O00641,C0403,Parcel,north,AIRPORT,119.0,,,,,,19,East,Consumer,50.0,0
O00642,C0329,Retail,RiverSide,Airport,24.55,D117,OnTime,11.79,0.0,5.0,38,Riverside,Consumer,46.4,0
O00643,C0349,Parcel,Airport,RiverSide,181.69,D031,Delayed,29.34,3.0,3.8,24,West,Enterprise,34.7,0
O00644,C0084,Business,EAST,Airport,6.28,D087,Delayed,7.6,1.0,3.28,33,Airport,Consumer,55.8,1
O00645,C0517,Passenger,South,CENTRAL,82.91,D097,OnTime,10.63,1.0,4.21,66,Riverside,Consumer,38.5,1
O00646,C0518,Retail,EAST,South,63.73,,,,,,62,Airport,Consumer,61.4,0
O00647,C0592,Passenger,WEST,AIRPORT,109.87,,,,,,54,West,Consumer,33.2,0
O00648,C0032,Passenger,West,SOUTH,52.97,,,,,,69,West,Consumer,85.0,0
O00649,C0361,Parcel,EAST,Riverside,30.88,D054,OnTime,12.41,1.0,4.57,65,South,Consumer,,0
O00650,C0206,Parcel,RiverSide,AIRPORT,39.65,D078,OnTime,24.94,2.0,3.8,60,South,SME,50.3,1
O00651,C0345,Parcel,South,SOUTH,7.14,D125,OnTime,13.26,0.0,4.71,18,North,Consumer,93.5,0
O00652,C0331,Retail,SOUTH,West,35.54,D158,OnTime,15.77,1.0,4.35,58,Riverside,Consumer,52.0,1
O00653,C0397,Retail,Riverside,SOUTH,36.56,,,,,,33,West,Consumer,51.3,0
O00654,C0617,Parcel,Ctr,Airport,47.22,D068,Delayed,18.71,1.0,2.94,59,North,Enterprise,56.5,1
O00655,C0590,Passenger,South,EAST,52.51,D104,Failed,9.55,1.0,1.91,68,Airport,SME,54.3,0
O00656,C0211,Parcel,WEST,north,82.24,D079,Delayed,15.69,0.0,2.23,29,Riverside,Enterprise,72.1,0
O00657,C0135,Passenger,SOUTH,CENTRAL,155.89,D088,OnTime,5.99,0.0,4.43,65,West,Consumer,68.7,0
O00658,C0533,Retail,north,north,68.43,D119,Failed,14.42,0.0,4.06,35,South,Consumer,46.9,0
O00659,C0002,Retail,South,North,135.53,D116,OnTime,23.37,1.0,4.48,61,Airport,Consumer,55.4,0
O00660,C0288,Passenger,Central,Airport,27.65,D143,Failed,11.45,3.0,2.16,51,West,Consumer,65.6,0
O00661,C0241,Retail,Ctr,RiverSide,97.98,,,,,,45,Airport,Consumer,60.0,0
O00662,C0117,Parcel,SOUTH,AIRPORT,30.01,,,,,,32,North,Consumer,31.3,0
O00663,C0380,Retail,EAST,EAST,75.21,,,,,,24,Central,SME,32.6,0
O00664,C0584,Passenger,Airport,West,176.19,,,,,,66,East,Consumer,51.5,0
O00665,C0522,Passenger,WEST,Central,176.48,D090,OnTime,7.98,1.0,4.96,28,East,Consumer,56.1,0
O00666,C0001,Parcel,AIRPORT,CENTRAL,185.32,D011,OnTime,24.58,3.0,4.21,26,North,SME,44.9,1
O00667,C0392,Passenger,EAST,WEST,68.27,,,,,,29,Central,Consumer,77.2,0
O00668,C0649,Parcel,Airport,north,135.89,D155,OnTime,29.37,2.0,3.95,75,Central,Enterprise,42.1,0
O00669,C0529,Parcel,north,East,80.79,D008,OnTime,3.98,1.0,4.76,41,Riverside,SME,43.2,0
O00670,C0305,Retail,SOUTH,West,128.5,D014,OnTime,13.07,0.0,4.72,72,North,Consumer,42.7,0
O00671,C0111,Retail,north,North,118.56,D106,Delayed,1.2,1.0,3.08,67,West,Consumer,36.2,0
O00672,C0567,Retail,AIRPORT,RiverSide,20.28,D084,OnTime,33.64,2.0,4.06,74,East,Consumer,79.7,0
O00673,C0579,Passenger,WEST,WEST,133.78,,,,,,61,Central,Consumer,82.4,0
O00674,C0235,Passenger,CENTRAL,East,65.56,D145,Failed,14.98,2.0,1.95,35,Airport,Enterprise,43.7,0
O00675,C0445,Business,Riverside,NORTH,47.44,D126,OnTime,15.92,0.0,4.37,26,Riverside,SME,60.6,1
O00676,C0494,Business,SOUTH,West,110.61,,,,,,34,North,Consumer,77.0,0
O00677,C0519,Passenger,EAST,West,79.31,,,,,,64,East,Enterprise,56.4,1
O00678,C0197,Business,AIRPORT,AIRPORT,14.72,,,,,,29,Riverside,Consumer,58.4,0
O00679,C0244,Medical,West,SOUTH,74.53,D023,OnTime,6.55,1.0,5.0,27,Airport,Consumer,52.7,0
O00680,C0412,Passenger,Ctr,WEST,56.97,,,,,,70,Airport,Consumer,70.3,0
O00681,C0438,Parcel,SOUTH,EAST,47.11,,,,,,22,North,Consumer,54.0,0
O00682,C0529,Retail,NORTH,Ctr,97.9,D141,Delayed,8.55,0.0,2.66,41,Riverside,SME,43.2,1
O00683,C0375,Medical,EAST,AIRPORT,114.16,D130,OnTime,16.66,2.0,4.83,30,West,Consumer,63.9,0
O00684,C0064,Parcel,CENTRAL,AIRPORT,81.01,D052,OnTime,12.83,0.0,,58,East,Consumer,78.3,0
O00685,C0010,Business,WEST,WEST,107.85,,,,,,23,West,Consumer,87.2,0
O00686,C0476,Retail,East,SOUTH,72.67,D133,Failed,5.08,1.0,3.09,59,North,Consumer,66.0,1
O00687,C0253,Passenger,CENTRAL,Airport,221.31,,,,,,48,West,Consumer,49.4,0
O00688,C0332,Passenger,north,West,38.09,D058,OnTime,19.79,0.0,4.62,19,West,Consumer,72.1,0
O00689,C0349,Passenger,Riverside,RiverSide,6.04,D113,Delayed,15.66,1.0,1.65,24,West,Enterprise,34.7,0
O00690,C0013,Retail,Airport,North,159.46,,,,,,30,East,Enterprise,31.3,0
O00691,C0532,Retail,NORTH,EAST,231.13,D092,OnTime,11.27,0.0,3.79,73,South,Consumer,76.5,0
O00692,C0223,Parcel,EAST,East,73.56,,,,,,34,Central,SME,,0
O00693,C0199,Retail,AIRPORT,AIRPORT,115.09,D048,Failed,24.31,1.0,4.63,64,Central,Consumer,73.4,0
O00694,C0380,Passenger,Ctr,RiverSide,307.5,,,,,,24,Central,SME,32.6,0
O00695,C0006,Passenger,South,EAST,92.36,D142,OnTime,10.41,0.0,4.25,41,West,Consumer,39.9,0
O00696,C0090,Passenger,CENTRAL,Riverside,67.44,,,,,,54,Central,Consumer,49.5,0
O00697,C0454,Medical,East,WEST,7.69,D002,OnTime,1.96,0.0,4.25,28,South,Consumer,62.2,0
O00698,C0550,Medical,SOUTH,CENTRAL,179.24,D137,OnTime,13.46,2.0,4.01,39,North,Consumer,89.4,0
O00699,C0310,Medical,SOUTH,Riverside,202.46,D089,OnTime,11.84,1.0,3.9,24,Central,SME,36.1,0
O00700,C0443,Passenger,WEST,WEST,110.49,D077,OnTime,12.76,0.0,4.06,20,South,Consumer,59.8,0
O00701,C0021,Parcel,East,Riverside,19.97,D039,Failed,1.65,1.0,4.24,30,Central,SME,63.6,0
O00702,C0228,Retail,EAST,Riverside,77.66,D070,OnTime,5.03,0.0,3.91,43,North,SME,51.0,1
O00703,C0493,Medical,AIRPORT,NORTH,250.93,,,,,,76,Airport,Consumer,30.6,0
O00704,C0031,Retail,North,North,141.29,D002,OnTime,8.47,1.0,5.0,35,South,Consumer,42.5,0
O00705,C0013,Parcel,NORTH,RiverSide,118.52,D019,OnTime,11.23,2.0,4.75,30,East,Enterprise,31.3,0
O00706,C0243,Retail,RiverSide,SOUTH,39.03,,,,,,31,Riverside,Consumer,63.0,0
O00707,C0156,Parcel,CENTRAL,East,95.62,D023,OnTime,8.31,0.0,4.38,26,East,SME,,0
O00708,C0058,Parcel,West,West,108.04,,,,,,37,Central,SME,,0
O00709,C0369,Medical,north,AIRPORT,49.66,D117,OnTime,11.59,1.0,4.69,42,West,Consumer,47.6,1
O00710,C0322,Passenger,South,SOUTH,91.43,D069,OnTime,19.08,1.0,5.0,77,Central,Consumer,79.2,0
O00711,C0412,Passenger,SOUTH,South,69.11,D105,OnTime,13.76,1.0,4.67,70,Airport,Consumer,70.3,1
O00712,C0512,Passenger,North,WEST,105.64,D169,OnTime,16.28,0.0,4.22,59,East,Consumer,38.5,0
O00713,C0316,Medical,SOUTH,NORTH,48.38,D109,OnTime,11.34,0.0,4.06,32,North,Consumer,66.7,0
O00714,C0456,Passenger,South,NORTH,187.87,D026,OnTime,2.39,1.0,4.12,25,Central,SME,64.2,0
O00715,C0477,Medical,RiverSide,NORTH,125.92,D037,OnTime,9.43,0.0,4.03,53,South,SME,62.2,1
O00716,C0072,Passenger,EAST,north,5.92,D166,Delayed,9.77,1.0,3.58,61,North,SME,48.2,0
O00717,C0508,Retail,East,South,72.1,D155,OnTime,15.39,0.0,4.6,76,East,Consumer,64.2,1
O00718,C0533,Passenger,West,AIRPORT,144.45,D145,OnTime,15.43,0.0,4.14,35,South,Consumer,46.9,0
O00719,C0395,Passenger,WEST,CENTRAL,11.54,D116,Delayed,16.37,0.0,1.0,76,South,SME,54.0,0
O00720,C0140,Business,AIRPORT,AIRPORT,111.88,D126,OnTime,29.85,1.0,5.0,21,Airport,Consumer,80.0,1
O00721,C0001,Retail,EAST,Ctr,70.79,,,,,,26,North,SME,44.9,0
O00722,C0523,Business,CENTRAL,Central,72.65,,,,,,77,North,Consumer,55.8,0
O00723,C0075,Passenger,NORTH,CENTRAL,94.32,D126,OnTime,9.43,1.0,3.72,43,Central,Consumer,59.2,0
O00724,C0317,Passenger,Airport,NORTH,98.05,D094,Delayed,25.57,0.0,2.58,19,South,Consumer,65.2,0
O00725,C0153,Passenger,EAST,WEST,61.87,D102,OnTime,16.46,0.0,3.67,49,Central,SME,38.4,0
O00726,C0284,Retail,Airport,Airport,59.57,D099,OnTime,18.6,1.0,4.22,39,North,Consumer,79.6,0
O00727,C0499,Business,South,South,85.0,D096,Failed,8.82,2.0,3.43,40,Central,Consumer,55.9,0
O00728,C0610,Parcel,South,RiverSide,50.95,D044,OnTime,21.4,0.0,4.63,55,South,Consumer,65.3,0
O00729,C0574,Parcel,EAST,East,51.28,,,,,,54,South,SME,76.4,1
O00730,C0353,Retail,EAST,East,112.07,D099,OnTime,13.94,1.0,3.7,50,West,Consumer,62.8,0
O00731,C0014,Passenger,East,Central,38.48,,,,,,62,North,Consumer,94.1,1
O00732,C0579,Passenger,East,Central,165.97,D123,Failed,13.5,0.0,2.19,61,Central,Consumer,82.4,0
O00733,C0609,Passenger,AIRPORT,West,161.44,D006,OnTime,15.77,1.0,3.39,70,East,Consumer,41.4,0
O00734,C0087,Retail,East,East,166.21,,,,,,49,West,Consumer,46.8,0
O00735,C0602,Retail,Central,north,35.89,,,,,,52,South,SME,28.4,0
O00736,C0390,Parcel,Central,East,78.13,D105,OnTime,7.66,1.0,4.72,51,Central,Consumer,66.5,1
O00737,C0368,Retail,CENTRAL,Central,117.82,D164,OnTime,10.56,1.0,4.7,23,North,Consumer,49.5,1
